Song,Movie,Link,id
"Hallelujah - From ""Sing"" Original Motion Picture Soundtrack",Sing (Original Motion Picture Soundtrack / Deluxe),https://api.spotify.com/v1/tracks/2uiTLfRQ89zAEsR3rx2V8l,2uiTLfRQ89zAEsR3rx2V8l
"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Sing (Original Motion Picture Soundtrack / Deluxe),https://api.spotify.com/v1/tracks/5hrGstK33Ed9PgdL9yEMHh,5hrGstK33Ed9PgdL9yEMHh
"Don't You Worry 'Bout A Thing - From ""Sing"" Original Motion Picture Soundtrack",Sing (Original Motion Picture Soundtrack / Deluxe),https://api.spotify.com/v1/tracks/6t4frXoNH8khq172Rn7c1e,6t4frXoNH8khq172Rn7c1e
When Can I See You Again?,Wreck-It Ralph (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5wzF54886ZLxexpY6h1VhU,5wzF54886ZLxexpY6h1VhU
Shut Up And Drive,Wreck-It Ralph (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6AxV5h1ecAF8gWHvACI9pB,6AxV5h1ecAF8gWHvACI9pB
Y.M.C.A.,Despicable Me 2 (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2Ls4QknWvBoGSeAlNKw0Xj,2Ls4QknWvBoGSeAlNKw0Xj
I Swear,Despicable Me 2 (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5HSqCeDCn2EEGR5ORwaHA0,5HSqCeDCn2EEGR5ORwaHA0
"Collision of Worlds - From ""Cars 2""/Soundtrack Version",Cars 2 (Original Soundtrack),https://api.spotify.com/v1/tracks/3NK3bJEKUwffXVu7dCF0WS,3NK3bJEKUwffXVu7dCF0WS
Livin La Vida Loca,Shrek 2,https://api.spotify.com/v1/tracks/7EU5JRNujZK6FttnNvRKHx,7EU5JRNujZK6FttnNvRKHx
Holding Out For A Hero,Shrek 2,https://api.spotify.com/v1/tracks/5rGlTs3ba35YEJTDnu4Sku,5rGlTs3ba35YEJTDnu4Sku
Here I Am,Spirit: Stallion Of The Cimarron (Soundtrack),https://api.spotify.com/v1/tracks/6oOJU64nYMU4ljUiMCGeHe,6oOJU64nYMU4ljUiMCGeHe
Get Off My Back - Soundtrack Version,Spirit: Stallion Of The Cimarron (Soundtrack),https://api.spotify.com/v1/tracks/4pM92PrIclrwdaq9MShQSF,4pM92PrIclrwdaq9MShQSF
I'm A Believer - Soundtrack Version,Shrek (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/60Ctoy2M8nmDaI7Fax3fTL,60Ctoy2M8nmDaI7Fax3fTL
All Star,Shrek (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/2t0NfhRIiib6zlCw2XlHoq,2t0NfhRIiib6zlCw2XlHoq
I Like To Move It,Madagascar: Escape 2 Africa - Music From The Motion Picture,https://api.spotify.com/v1/tracks/1VQ2FdkDQ6CnoxxIIomVWK,1VQ2FdkDQ6CnoxxIIomVWK
Big And Chunky,Madagascar: Escape 2 Africa - Music From The Motion Picture,https://api.spotify.com/v1/tracks/6L0HFu7LruQpQ8PHSIZiEN,6L0HFu7LruQpQ8PHSIZiEN
Rescue Me,Madagascar: Escape 2 Africa - Music From The Motion Picture,https://api.spotify.com/v1/tracks/1hGTbWBlaUPqD7aTd7BrgB,1hGTbWBlaUPqD7aTd7BrgB
Alex On The Spot,Madagascar: Escape 2 Africa - Music From The Motion Picture,https://api.spotify.com/v1/tracks/5LPLnW0j8A2Wtmfgs5Cr9Z,5LPLnW0j8A2Wtmfgs5Cr9Z
"Lesson Number One - From ""Mulan II"" / Soundtrack Version",Mulan II,https://api.spotify.com/v1/tracks/6JNCvYkbaD19DZIMo0o9ul,6JNCvYkbaD19DZIMo0o9ul
Kung Fu Fighting,Kung Fu Panda,https://api.spotify.com/v1/tracks/6WtIT4162EtLwGNx9GZgy3,6WtIT4162EtLwGNx9GZgy3
Arabian Nights (2019),Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6ZxPYutGhjLTrcmvcshCa4,6ZxPYutGhjLTrcmvcshCa4
One Jump Ahead,Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4JwLDaMaa6NoANUmV0Ju81,4JwLDaMaa6NoANUmV0Ju81
Friend Like Me,Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5f2TWu6R2YYCJtLQ0fP78H,5f2TWu6R2YYCJtLQ0fP78H
Prince Ali,Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1Pt2STlAgfB1CiEV8mf3CN,1Pt2STlAgfB1CiEV8mf3CN
A Whole New World,Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5viFjDGTnrApmUY5c8qkfw,5viFjDGTnrApmUY5c8qkfw
Speechless (Full),Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0XPsOSYzDJZJArevQNm2AR,0XPsOSYzDJZJArevQNm2AR
A Whole New World (End Title),Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4U9CF27YlwHRtUGKUzhUTT,4U9CF27YlwHRtUGKUzhUTT
Friend Like Me (End Title),Aladdin (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/192XFsstn69TuEA3iDez6F,192XFsstn69TuEA3iDez6F
Into the Unknown - Panic! At The Disco Version,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/421eObjg0DTm2qajJl5OJm,421eObjg0DTm2qajJl5OJm
"My Family - from ""The Addams Family""","My Family (feat. Migos) [from ""The Addams Family""]",https://api.spotify.com/v1/tracks/62rchuhJrm5JSlIfHz7cH3,62rchuhJrm5JSlIfHz7cH3
Invisible - from the Netflix Film Klaus,Invisible (from the Netflix Film Klaus),https://api.spotify.com/v1/tracks/62z2Su8BBGvR50aOvdjPzW,62z2Su8BBGvR50aOvdjPzW
"Loyal Brave True - From ""Mulan""","Loyal Brave True (From ""Mulan"")",https://api.spotify.com/v1/tracks/3gy8PSkBSyvPyWZazgQn0F,3gy8PSkBSyvPyWZazgQn0F
Zero,Ralph Breaks the Internet (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4Bi2qsF5AWin93USPh5fQK,4Bi2qsF5AWin93USPh5fQK
"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")","You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",https://api.spotify.com/v1/tracks/1i3z3GR1JtLswOSJNO0BQw,1i3z3GR1JtLswOSJNO0BQw
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/50WeOnXhM1H7AZEeIDoWfZ,50WeOnXhM1H7AZEeIDoWfZ
Spirit,The Lion King (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/38SueFAjT6jtFneyoQamYi,38SueFAjT6jtFneyoQamYi
Circle of Life/Nants' Ingonyama,The Lion King (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0juMU08O9byWiRBtKM1j5E,0juMU08O9byWiRBtKM1j5E
One of Us,The Lion King 2 - Simba's Pride Original Soundtrack,https://api.spotify.com/v1/tracks/4T0GXIWcEIjx7d3KJLLYcR,4T0GXIWcEIjx7d3KJLLYcR
He Lives In You,The Lion King 2 - Simba's Pride Original Soundtrack,https://api.spotify.com/v1/tracks/6HU2JMDi3RrEt02WJJZOio,6HU2JMDi3RrEt02WJJZOio
We Are One,The Lion King 2 - Simba's Pride Original Soundtrack,https://api.spotify.com/v1/tracks/64BBu6aTdivfh2OrpDlWQS,64BBu6aTdivfh2OrpDlWQS
Upendi,The Lion King 2 - Simba's Pride Original Soundtrack,https://api.spotify.com/v1/tracks/5q8Dkw2v38Hq9MNsqzLR3E,5q8Dkw2v38Hq9MNsqzLR3E
Love Will Find A Way,The Lion King 2 - Simba's Pride Original Soundtrack,https://api.spotify.com/v1/tracks/6DByMGwYZT7Q7mDRC8CK0H,6DByMGwYZT7Q7mDRC8CK0H
"(I Wanna Be) Like Other Girls - From ""Mulan II""/Soundtrack Version",Mulan II,https://api.spotify.com/v1/tracks/5utGOgswGoZxW4p1FmdVpI,5utGOgswGoZxW4p1FmdVpI
Wave Rider (From Hotel Transylvania 3),Hotel Transylvania 3,https://api.spotify.com/v1/tracks/4DYsxBBZNIrRdWRm5JSjQX,4DYsxBBZNIrRdWRm5JSjQX
Tear It Down (From Hotel Transylvania 3),Hotel Transylvania 3,https://api.spotify.com/v1/tracks/31qeh8X1DYgaou9J10UI9m,31qeh8X1DYgaou9J10UI9m
I See Love - From Hotel Transylvania 3,I See Love (From Hotel Transylvania 3),https://api.spotify.com/v1/tracks/32UJH1F38AMSjZilQyBzOE,32UJH1F38AMSjZilQyBzOE
Kiss the Girl,Little Mermaid (Special Edition),https://api.spotify.com/v1/tracks/6kkFjjMbO9EL1YxNt8BKm3,6kkFjjMbO9EL1YxNt8BKm3
Never Knew I Needed,Never Knew I Needed,https://api.spotify.com/v1/tracks/28bYGpVBbr5qNIeBUpsPo7,28bYGpVBbr5qNIeBUpsPo7
Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY
"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",Treasure Planet,https://api.spotify.com/v1/tracks/6BfOhpHADzrvKN2kMPTMPv,6BfOhpHADzrvKN2kMPTMPv
Everything's Better with Perry,Phineas And Ferb: Across The 1st And 2nd Dimensions,https://api.spotify.com/v1/tracks/3KdcT6uTnGxjkb2cONybhH,3KdcT6uTnGxjkb2cONybhH
Brand New Best Friend,Phineas And Ferb: Across The 1st And 2nd Dimensions,https://api.spotify.com/v1/tracks/1m0Db12sFc4xp0clEPxasm,1m0Db12sFc4xp0clEPxasm
Summer (Where Do We Begin?),Phineas And Ferb: Across The 1st And 2nd Dimensions,https://api.spotify.com/v1/tracks/63hCP44QqZzVYlIhu1zCdv,63hCP44QqZzVYlIhu1zCdv
Brand New Reality,Phineas And Ferb: Across The 1st And 2nd Dimensions,https://api.spotify.com/v1/tracks/3yNoaXjf3bNWXy3kAvwiuH,3yNoaXjf3bNWXy3kAvwiuH
Robot Riot,Phineas And Ferb: Across The 1st And 2nd Dimensions,https://api.spotify.com/v1/tracks/364lCqrMdnH2zPyvcJMBMG,364lCqrMdnH2zPyvcJMBMG
Kick It Up A Notch,Phineas And Ferb: Across The 1st And 2nd Dimensions,https://api.spotify.com/v1/tracks/7bVJcOojfwAUVoLA6wVKyf,7bVJcOojfwAUVoLA6wVKyf
Such a Beautiful Day,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),https://api.spotify.com/v1/tracks/3zUPleZWzqyr0SA7AhD7Cc,3zUPleZWzqyr0SA7AhD7Cc
Meet Our Leader,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),https://api.spotify.com/v1/tracks/3YOxZzYIFYJC5cAwuPruN7,3YOxZzYIFYJC5cAwuPruN7
Adulting,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),https://api.spotify.com/v1/tracks/576ESmEeHt0NE9SxHn1Qvm,576ESmEeHt0NE9SxHn1Qvm
Girls Day Out,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),https://api.spotify.com/v1/tracks/5HghPE6d1XgJCNIyvusy5m,5HghPE6d1XgJCNIyvusy5m
Us Against the Universe,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),https://api.spotify.com/v1/tracks/71uRQNVoTpvgBPjMj0LDO8,71uRQNVoTpvgBPjMj0LDO8
Chop Away at My Heart,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),https://api.spotify.com/v1/tracks/1Gx5LqhfcbmB4RZZc02oH7,1Gx5LqhfcbmB4RZZc02oH7
Real Gone,Cars (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/45dGKmN6jw7PgK6Dw2rEp2,45dGKmN6jw7PgK6Dw2rEp2
Once Upon a December,Anastasia (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/3jMy7ITBiLgVwC15RBK9Hp,3jMy7ITBiLgVwC15RBK9Hp
"Gladiator Orchestra Suite: Part 3, Now We Are Free - Live",The World of Hans Zimmer - A Symphonic Celebration (Live),https://api.spotify.com/v1/tracks/7solS3cm0IEz6mg6KP8iAj,7solS3cm0IEz6mg6KP8iAj
"Star Wars, Episode IV ""A New Hope"": Main Theme",John Williams Conducts The Star Wars Trilogy,https://api.spotify.com/v1/tracks/2o660Ri2wTg7Rv6cKbFBCe,2o660Ri2wTg7Rv6cKbFBCe
Rose,Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,https://api.spotify.com/v1/tracks/2yEt5pA29CwKNXSplwnhgn,2yEt5pA29CwKNXSplwnhgn
"Flying Theme (From ""E.T. the Extra-Terrestrial"")",John Williams - Greatest Hits 1969-1999,https://api.spotify.com/v1/tracks/4J9mulgiRlkkgdAONNVGQv,4J9mulgiRlkkgdAONNVGQv
"Themes (From ""Pirates of the Caribbean"")",Hans Zimmer - The Classics,https://api.spotify.com/v1/tracks/65dzaZqMOZadoKteEzzkuE,65dzaZqMOZadoKteEzzkuE
The Name's Bond... James Bond,Casino Royale [International Version],https://api.spotify.com/v1/tracks/5nZVdhUh4Oz9LMQyneMpD5,5nZVdhUh4Oz9LMQyneMpD5
Interstellar Cornfield Chase,Epic Orchestra - New Sound of Classical,https://api.spotify.com/v1/tracks/7JlX5K3Jj1Q8cJCF4AUHMX,7JlX5K3Jj1Q8cJCF4AUHMX
The Dark Knight Orchestra Suite - Live,The World of Hans Zimmer - A Symphonic Celebration (Live),https://api.spotify.com/v1/tracks/4y421RezHvSOQoC0gH7o34,4y421RezHvSOQoC0gH7o34
"For the Love of a Princess (From ""Braveheart"")",James Horner - The Classics,https://api.spotify.com/v1/tracks/2fXvAWQlomB2ZUfHPSqi5S,2fXvAWQlomB2ZUfHPSqi5S
The Mission: Gabriel's Oboe,Yo-Yo Ma Plays Ennio Morricone (Remastered),https://api.spotify.com/v1/tracks/4tZIHyRe46VpgRYMJWcqPO,4tZIHyRe46VpgRYMJWcqPO
The Mission: The Falls,Yo-Yo Ma Plays Ennio Morricone (Remastered),https://api.spotify.com/v1/tracks/7ufjlAqHC2ED4y8574RM6v,7ufjlAqHC2ED4y8574RM6v
"End Credits (From ""Indiana Jones and the Temple of Doom"")",John Williams: The Great Movie Soundtracks,https://api.spotify.com/v1/tracks/7vbga2wER2dobYQ4ZkB1Ha,7vbga2wER2dobYQ4ZkB1Ha
"Time (From ""Inception"")",Hans Zimmer - The Classics,https://api.spotify.com/v1/tracks/0S5aqKj50T09c3zgW8QJer,0S5aqKj50T09c3zgW8QJer
"The Heart Asks Pleasure First (From ""The Piano"")",Cinema Classics: The Piano at the Movies,https://api.spotify.com/v1/tracks/0LT1SjxhWjkL1ZHQTTLuoD,0LT1SjxhWjkL1ZHQTTLuoD
"Main Title (From ""Superman"") - Instrumental",John Williams - Greatest Hits 1969-1999,https://api.spotify.com/v1/tracks/5My95PvNVMMSkgcxv75lvE,5My95PvNVMMSkgcxv75lvE
"The Good, The Bad and The Ugly Main Theme",Ennio Morricone conducts Morricone - His Greatest Hits,https://api.spotify.com/v1/tracks/32W0rzE8amPSqBl1Cf5W5P,32W0rzE8amPSqBl1Cf5W5P
"Main Theme (From ""Schindler's List"")",John Williams - Greatest Hits 1969-1999,https://api.spotify.com/v1/tracks/0oyL4K4fDTEFUbD9AHSvDc,0oyL4K4fDTEFUbD9AHSvDc
"Somewhere Out There (From ""An American Tail"")",James Horner - The Classics,https://api.spotify.com/v1/tracks/5eBulThueWYS9KXM5YL1St,5eBulThueWYS9KXM5YL1St
"My Heart Will Go On - Love Theme from ""Titanic""",Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,https://api.spotify.com/v1/tracks/7F1yVPuJ4xRdrDvf8OL0HF,7F1yVPuJ4xRdrDvf8OL0HF
"Love Theme (From ""Cinema Paradiso"")",Cinema Serenade,https://api.spotify.com/v1/tracks/0Qo1kcncYrePDxWHxpz1IQ,0Qo1kcncYrePDxWHxpz1IQ
"Comptine d'un autre été, l'après-midi (From ""Amélie"")",Cinema Classics: The Piano at the Movies,https://api.spotify.com/v1/tracks/1jAhqxNYsH2qiu91X7g1bG,1jAhqxNYsH2qiu91X7g1bG
Lily's Theme,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",https://api.spotify.com/v1/tracks/4rOZRpsGz3eZxTYabaRLtn,4rOZRpsGz3eZxTYabaRLtn
"The Docking Scene (From ""Interstellar"")",Hans Zimmer - The Classics,https://api.spotify.com/v1/tracks/0uIEgUWO6a1MrrSY0HkReb,0uIEgUWO6a1MrrSY0HkReb
"Main Theme (From ""Merry Christmas, Mr. Lawrence"")",Cinema Classics: The Piano at the Movies,https://api.spotify.com/v1/tracks/6H2zEGga5OKp0OGNW5KRUT,6H2zEGga5OKp0OGNW5KRUT
Somewhere in My Memory - Chorus & Orchestra Version,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],https://api.spotify.com/v1/tracks/1WA5av9UlqPNOKcaUdWbGM,1WA5av9UlqPNOKcaUdWbGM
Moon River,Score,https://api.spotify.com/v1/tracks/1y2VTYeE7Glc4UQF9kvuzj,1y2VTYeE7Glc4UQF9kvuzj
River Flows in You,Cinema Classics: The Piano at the Movies,https://api.spotify.com/v1/tracks/7etGs69UCKGxJIHxKFe7BD,7etGs69UCKGxJIHxKFe7BD
Ladies in Lavender,Ladies in Lavender (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3mAZgCQgEEjvlojjbjy7up,3mAZgCQgEEjvlojjbjy7up
"Raiders March (From ""Raiders of the Lost Ark"")",John Williams - Greatest Hits 1969-1999,https://api.spotify.com/v1/tracks/6QmMCtfu6uHG1TbWHe0H7G,6QmMCtfu6uHG1TbWHe0H7G
May it Be,Score,https://api.spotify.com/v1/tracks/6KOBMsYaTl9ehUTF3NcX3c,6KOBMsYaTl9ehUTF3NcX3c
"Rooftop Kiss (From ""The Amazing Spider-Man"")",James Horner - The Classics,https://api.spotify.com/v1/tracks/3R3fvU2tZkS37H0tYjiOyQ,3R3fvU2tZkS37H0tYjiOyQ
"Main Theme (From ""Jurassic Park"")",John Williams - Greatest Hits 1969-1999,https://api.spotify.com/v1/tracks/4btNhyW5VuWrRjmhvvAcCi,4btNhyW5VuWrRjmhvvAcCi
Love Theme from The Godfather,Score,https://api.spotify.com/v1/tracks/3es5hmocvsBrFk3HhhqUKH,3es5hmocvsBrFk3HhhqUKH
New Digs,Skyfall,https://api.spotify.com/v1/tracks/5sM3wik5G9pevyMrE2CrML,5sM3wik5G9pevyMrE2CrML
Flight,Man Of Steel (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5ezYGXyrLp7AhlF9lYbtgU,5ezYGXyrLp7AhlF9lYbtgU
"Jake's First Flight (From ""Avatar"")",James Horner - The Classics,https://api.spotify.com/v1/tracks/7v6gPTFh81qnABc74TveEm,7v6gPTFh81qnABc74TveEm
"I See You (From ""Avatar"")",James Horner - The Classics,https://api.spotify.com/v1/tracks/1I8oH6Bbh110fOOvuHGGEC,1I8oH6Bbh110fOOvuHGGEC
Spider-Man 2 Main Title,Spider-Man 2 Original Motion Picture Score,https://api.spotify.com/v1/tracks/2v3Ezj7MnwBe3s1VRaUcDt,2v3Ezj7MnwBe3s1VRaUcDt
"Main Theme (From ""Jaws"")",John Williams: The Great Movie Soundtracks,https://api.spotify.com/v1/tracks/3Ek2AKzliGlw0o012vbr3K,3Ek2AKzliGlw0o012vbr3K
"Star Wars, Episode V ""The Empire Strikes Back"": The Imperial March",John Williams - Greatest Hits 1969-1999,https://api.spotify.com/v1/tracks/795cZc0V4w8Qofsied19Lo,795cZc0V4w8Qofsied19Lo
Titles from Chariots of Fire,Score,https://api.spotify.com/v1/tracks/5lnzLJt883Pz3cqJvt4NC6,5lnzLJt883Pz3cqJvt4NC6
"Across the Stars (Love Theme) [From ""Star Wars: Episode II - Attack of the Clones""]",Music From The Star Wars Saga - The Essential Collection,https://api.spotify.com/v1/tracks/29bj716zgPvWBInJOJNQLa,29bj716zgPvWBInJOJNQLa
Inception: Time - Orchestra Version - Live,The World of Hans Zimmer - A Symphonic Celebration (Live),https://api.spotify.com/v1/tracks/5TXY9UWJMiMopFTpW0uUBb,5TXY9UWJMiMopFTpW0uUBb
Far From Home Suite Home,Spider-Man: Far from Home (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2Y9v6F9vFK9Z8KAoFwAj9Z,2Y9v6F9vFK9Z8KAoFwAj9Z
The Imitation Game,The Imitation Game (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0o9ivTBX7mjTnaUYF4Gk6t,0o9ivTBX7mjTnaUYF4Gk6t
Plumfield,Little Women (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4RTmPGLfkrUJgfFAJOzWil,4RTmPGLfkrUJgfFAJOzWil
Come Back to Us,1917 (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/44sVQfPdCTGM5JLBRHUngc,44sVQfPdCTGM5JLBRHUngc
Titans,Alexander (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0VXRPy0D20PsuV35XIiJ1j,0VXRPy0D20PsuV35XIiJ1j
"Main Title: Dixie, Mammy, Tara, Rhett (From ""Gone With The Wind"")",Charles Gerhardt Conducts Classic Film Scores,https://api.spotify.com/v1/tracks/1ZciVLbHvaV7zAn1PhlkM0,1ZciVLbHvaV7zAn1PhlkM0
The Left Hand of God: Love Theme,Charles Gerhardt Conducts Classic Film Scores,https://api.spotify.com/v1/tracks/06gKC4qmMdAzAAOuTn8sFB,06gKC4qmMdAzAAOuTn8sFB
Unchained Melody - Orchestral,Ghost,https://api.spotify.com/v1/tracks/3aHjVZ1IX6bU4VlCDF2HiM,3aHjVZ1IX6bU4VlCDF2HiM
Lion Theme,Lion (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/18jxPJ0aA7zq0ijztjSvTY,18jxPJ0aA7zq0ijztjSvTY
Main Title,Chocolat (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1DdyioI2yXhLwR1pn5Hczk,1DdyioI2yXhLwR1pn5Hczk
A Hidden Life,A Hidden Life (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6VhExWbPovba3QfMY1sw7U,6VhExWbPovba3QfMY1sw7U
Live and Let Die (feat. Lang Lang),Lang Lang at the Movies,https://api.spotify.com/v1/tracks/1UB3FVuvWAXhk0CwSsK7d8,1UB3FVuvWAXhk0CwSsK7d8
"Flight (From ""Man of Steel"" Soundtrack)",Lang Lang at the Movies,https://api.spotify.com/v1/tracks/3KiWhHzKanKesIsmQHbVR7,3KiWhHzKanKesIsmQHbVR7
"Moon River (From ""Breakfast at Tiffany's"")",Lang Lang at the Movies,https://api.spotify.com/v1/tracks/0K2fm0qHlaI4ifNre7Hr4F,0K2fm0qHlaI4ifNre7Hr4F
"Tonight (From ""West Side Story"")",Lang Lang at the Movies,https://api.spotify.com/v1/tracks/5yvMjRva1HdrVxjP3FeyFW,5yvMjRva1HdrVxjP3FeyFW
"Theme (from ""Spider Man"") [Original Television Series]",Spider-Man: Homecoming (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1tzj2vY4twkNmZ5K3DUOPp,1tzj2vY4twkNmZ5K3DUOPp
Now We are Free,Score,https://api.spotify.com/v1/tracks/6OLgebma3uuh5KDG5ZXjF5,6OLgebma3uuh5KDG5ZXjF5
The Blue Planet,Epic Orchestra - New Sound of Classical,https://api.spotify.com/v1/tracks/5TLBCv54hqLxMPfVQ8JMzq,5TLBCv54hqLxMPfVQ8JMzq
"The Lord of the Rings: The Council of Elrond ""Aniron"" (Theme for Aragorn and Arwen)",Epic Orchestra - New Sound of Classical,https://api.spotify.com/v1/tracks/08e06TNNDppx3kzdEvTkKC,08e06TNNDppx3kzdEvTkKC
Everybody Needs Somebody to Love,The Blues Brothers Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/1CtKHwDqsH3ctcCCI18N0g,1CtKHwDqsH3ctcCCI18N0g
"Burning Heart - From ""Rocky IV"" Soundtrack",Rocky IV,https://api.spotify.com/v1/tracks/2avaSeKHI5l4sLruVfLdi2,2avaSeKHI5l4sLruVfLdi2
Ghostbusters,Ghostbusters (Original Motion Picture Soundtrack) [2016],https://api.spotify.com/v1/tracks/3m0y8qLoznUYi73SUBP8GI,3m0y8qLoznUYi73SUBP8GI
You'll Be in My Heart,The Singles (Expanded),https://api.spotify.com/v1/tracks/0EgN2Lp17KHLgcO1g1d6bh,0EgN2Lp17KHLgcO1g1d6bh
A View to a Kill,The Best of Bond...James Bond,https://api.spotify.com/v1/tracks/0iYCroZis7UePauAkQRgau,0iYCroZis7UePauAkQRgau
"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,https://api.spotify.com/v1/tracks/33LC84JgLvK2KuW43MfaNq,33LC84JgLvK2KuW43MfaNq
The Power Of Love,Greatest Hits: Huey Lewis And The News,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,2olVm1lHicpveMAo4AUDRB
For Your Eyes Only,The Best of Bond...James Bond,https://api.spotify.com/v1/tracks/725WEYn3Pksgnr4xlgKScZ,725WEYn3Pksgnr4xlgKScZ
You're The Best,The Karate Kid: The Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/4rvKuogdZ8O49Q8tRArrNg,4rvKuogdZ8O49Q8tRArrNg
"Danger Zone - From ""Top Gun"" Original Soundtrack",The Essential Kenny Loggins,https://api.spotify.com/v1/tracks/2RtnoUsvJg3wMgMeEhG6fr,2RtnoUsvJg3wMgMeEhG6fr
I Should Have Known Better - Remastered 2009,A Hard Day's Night (Remastered),https://api.spotify.com/v1/tracks/3pU1CUgPiFfxPCpscwIwQR,3pU1CUgPiFfxPCpscwIwQR
Gonna Fly Now,Rocky III: Music From The Motion Picture,https://api.spotify.com/v1/tracks/6C2PfemHQul77DVpnvuAIs,6C2PfemHQul77DVpnvuAIs
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Above The Clouds - The Collection (Deluxe),https://api.spotify.com/v1/tracks/0PXw9NKvolWTo7U9JkNzmc,0PXw9NKvolWTo7U9JkNzmc
"Meet Me Half Way - From ""Over The Top"" Soundtrack",Back To Avalon,https://api.spotify.com/v1/tracks/5CdX4HXMRxyldTVxXDrzSA,5CdX4HXMRxyldTVxXDrzSA
Eye of the Tiger,Rocky IV,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,2KH16WveTQWT6KOG9Rg6e2
"Take My Breath Away - Love Theme from ""Top Gun""",Top Gun - Motion Picture Soundtrack (Special Expanded Edition),https://api.spotify.com/v1/tracks/15MJ5NThPjj6xhPcts8MiY,15MJ5NThPjj6xhPcts8MiY
I Just Called To Say I Love You,At The Close Of A Century,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,6RNDeRnWsRMjPdNVgupZCs
Flash - Single Version,Flash Gordon (Deluxe Edition 2011 Remaster),https://api.spotify.com/v1/tracks/5aswWmjJLHBSYFknQjegfg,5aswWmjJLHBSYFknQjegfg
"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",Grease (Limited Edition),https://api.spotify.com/v1/tracks/1pj3RzpA5AoXkZln0NockI,1pj3RzpA5AoXkZln0NockI
(I've Had) The Time of My Life,Dirty Dancing,https://api.spotify.com/v1/tracks/5UqqOfFa9DYXALpCCF8VwB,5UqqOfFa9DYXALpCCF8VwB
